iter	RMSE
0	9.07571182211	8.8809153062	7.836604959
3	7.686439687
4	7.53805716
5	5	8.00424604
6	7.795829352
7	7.6309839568	7.013306844
9	6.878738128
10	6.757644837
111	7.026004287
12	6.883529396
13	6.748822549
14	6.602593226
15	6.472622169
16	6.478116066
17	6.353306413
18	6.233625963
19	6.131215882
20	6.01451828
21	5.903316642
22	5.803385924
23	5.704863902
24	5.61285436
25	5.531330107
26	5.443332823
27	5.359093099
28	5.291637253
29	5.207066853
30	5.135483816
31	5.063026686
32	4.973618816
33	4.898493621334	4.845113145
35	4.783930083
36	4.715989353
37	4.6477238338	4.434258048
39	4.377449234
40	4.323917538
41	4.268077573
42	4.217266609
43	4.167019975
44	4.115069383
45	4.072804865
46	4.026517553
47	3.982192835
48	3.951814666
49	3.910167933
50	3.867367387
51	3.819544123
52	3.778710329
53	3.740211613
54	3.705645115
55	3.674569023
56	3.640459956
57	3.601913298
58	3.572129297
59	3.532537435
60	3.501427945
61	3.468232833
62	3.440026603
63	3.416772938
64	3.388067594
65	3.360360856
66	3.333806659
67	3.303870733
68	3.273440035
69	3.250328825
70	3.22911261
71	3.207747443
72	3.178648353
73	3.153447636
74	3.137598342
75	3.114509562
76	3.091215505
77	3.064764837
78	3.039817783
79	3.007371321
80	2.987266326
81	2.971051429
82	2.950320246
83	2.936265575
84	2.920852968
85	2.905103338
86	2.887998105
87	2.87162652
88	2.854543329
89	2.837217313
90	2.820616064
91	2.805184561
92	2.792399592
93	2.771005291
94	2.75541194
95	2.738294153
96	2.724608754
97	2.705314537
98	2.692045817
99	2.679741967
100	2.66524253
101	2.651988121
102	2.640105103
103	2.626181218
104	2.611409231
105	2.596126998
106	2.584181916
107	2.570023555
108	2.557779412
109	2.544617471
110	2.537054442
111	2.526251533
112	2.514417052
113	2.505677615
114	2.495305547
115	2.485209081
116	2.473736046
117	2.465078423
118	2.456034367
119	2.444098413
120	2.435416363
121	2.421654533
122	2.410588292
123	2.40069652
124	2.393311615
125	2.384364002
126	2.37899412
127	2.363428737
128	2.35808051
129	2.350422431
130	2.342910891
131	2.335009036
132	2.328380758
133	2.318053774
134	2.310140297
135	2.301609276
136	2.294059283
137	2.289487223
138	2.280515226
139	2.274446281
140	2.266631209
141	2.25852695
142	2.250512811
143	2.243122192
144	2.23605896
145	2.229922876
146	2.218840961
147	2.211249413
148	2.205534592
149	2.196523392
150	2.190284253
151	2.182632942
152	2.177468707
153	2.167889323
154	2.162451703
155	2.159227668
156	2.155255716
157	2.149763609
158	2.142791316
159	2.138861889
160	2.133218882
161	2.125298813
162	2.119938786
163	2.111667705
164	2.108320523
165	2.104626489
166	2.098775799
167	2.095528939
168	2.088391006
169	2.081105899
170	2.075479973
171	2.070186532
172	2.062535413
173	2.055894306
174	2.05071071
175	2.047673455
176	2.041272424
177	2.036054528
178	2.030366004
179	2.023198768
180	2.01734403
181	2.01241841
182	2.006252902
183	1.998727056
184	1.993694813
185	1.990274923
186	1.987124183
187	1.982325025
188	1.978687435
189	1.975050365
190	1.968887055
191	1.962284311
192	1.956455622
193	1.950840343
194	1.944006437
195	1.938762491
196	1.932586359
197	1.925426994
198	1.922736781
199	1.918813785
200	1.914135912
201	1.910835369
202	1.905412279
203	1.899047954
204	1.892930406
205	1.887059979
206	1.884810166
207	1.8802208	1.208	1.877342336
209	1.871612125
210	1.867968638
211	1.8627212	1.761650499
213	1.756903845
214	1.752969858
215	1.750461031
216	1.747699711
217	1.743035684
218	1.739024989
219	1.735131068
220	1.730345943
221	1.725358238
222	1.723875442
223	1.7180035
224	1.713224982
225	1.709899201
226	1.707810973
227	1.702123515
228	1.697431346
229	1.693052646
230	1.687911832
231	1.684612277
232	1.679239603
233	1.675946435
234	1.67237709
235	1.667834486
236	1.662333954
237	1.658271093
238	1.653458619
239	1.651838203
240	1.647909825
241	1.644775832
242	1.642586924
243	1.638848569
244	1.635139856
245	1.631245781
246	1.62791137
247	1.626536376
248	1.6232365
249	1.619779899
250	1.617271998
251	1.614625701
252	1.612109764
253	1.606956385
254	1.605305439
255	1.601529544
256	1.597700771
257	1.594489292
258	1.5900214
259	1.587872498
260	1.582836302
261	1.57753261	1.649721291
262	1.646301977
263	1.642031441
264	1265	1.567178236
266	1.563152592
267	1.559037843
268	1.554431381
269	1.55007269	1.614522495
270	1271	1.543510633
272	1.54194494
273	1.537576933
274	1.536477662
275	1.531325011
276	1.52743931
277	1.524792589
278	1.520420148
279	1.516839419
280	1.514490683
281	1.510178663
282	1.508039932
283	1.503389707
284	1.500927684
285	1.498768841
286	1.495163253
287	1.493005992
288	1.489745286
289	1.485128764
290	1.480074395
291	1.476097579
292	1.475239684
293	1.472117342
294	1.470600751
295	1.466681267
296	1.464048376
297	1.460104542
298	1.457108515
299	1.454278447
300	1.450323853
301	1.44829417
302	1.444390847
303	1.438398425
304	1.435782343
305	1.433549819
306	1.430943608
307	1.427890609
308	1.42461849
309	1.42231438
310	1.418797208
311	1.415778929
312	1.414037571
313	1.410631901
314	1.407043705
315	1.402830214
316	1.402474435
317	1.402139951
318	1.399102937
319	1.398359706
320	1.398010652
321	1.394143892
322	1.389192472
323	1.388204298
324	1.386050851
325	1.381693156
326	1.378387215
327	1.374414066
328	1.372689133
329	1.368162832
330	1.367017694
331	1.366224335
332	1.364868399
333	1.364578592
334	1.360612559
335	1.359495168
336	1.355716415
337	1.352455417
338	1.349706986
339	1.34917433
340	1.344154353
341	1.341124279
342	1.336443067
343	1.333546664
344	1.330967326
345	1.327663694
346	1.325814117
347	1.324175144
348	1.31967423
349	1.317054312
350	1.315235537
351	1.311184096
352	1.309386597
353	1.307113434
354	1.304302994
355	1.303707104
356	1.301141867
357	1.298228758
358	1.295666587
359	1.29413315
360	1.293527744
361	1.290312833
362	1.289770248
363	1.286540949
364	1.286056633
365	1.285164317
366	1.283060656
367	1.281534638
368	1.277799373
369	1.2766478
370	1.273027748
371	1.271972915
372	1.269111358
373	1.268481112
374	1.264424494
375	1.263391626
376	1.260369611
377	1.260157572
378	1.257687932
379	1.254612768
380	1.254320725
381	1.252126801
382	1.249222308
383	1.24549065
384	1.243122017
385	1.240599288
386	1.236841861
387	1.234254337
388	1.232388821
389	1.228786202
390	1.227736371
391	1.225682214
392	1.221428001
393	1.220997913
394	1.217853757
395	1.216514399
396	1.214329413
397	1.21327042
398	1.211268284
399	1.209668734
400	1.20603439
401	1.20457083
402	1.201090117
403	1.200842955
404	1.198817119
405	1.19774419
406	1.194039277
407	1.191389454
408	1.191191943
409	1.187785797
410	1.185969529
411	1.18412652
412	1.1824135
413	1.179759486
414	1.17955781
415	1.177581451
416	1.174197814
417	1.171110036
418	1.167842291
419	1.16629539
420	1.162906631
421	1.162343053
422	1.161999618
423	1.158582097
424	1.156457532
425	1.155539488
426	1.154086216
427	1.151879957
428	1.14868642
429	1.146442764
430	1.146283183
431	1.144645912
432	1.14253622
433	1.140862576
434	1.137415124
435	1.137008158
436	1.135649644
437	1.131950801
438	1.128859363
439	1.127356464
439	1.147691837
440	1.144834726
441	1.14180882
442	1.139129138
443	1.138305585
444	1.135692012
445	1.133650371
446	1.130982928
447	1.129753864
448	1.127483219
449	1.125077708
450	1.122465911
451	1.121416897
452	1.118144929
453	1.116505403
454	1.114286914
455	1.112951695
456	1.111876187
457	1.109942956
458	1.108210472
459	1.106320621
460	1.104409255
461	1.102378309
462	1.100481571
463	1.097589309
464	1.096823694
465	1.093829774
466	1.093432147
467	1.091799695
468	1.090012625
469	1.087528222
470	1.087016577
471	1.086057561
472	1.083856577
473	1.081601027
474	1.079634825
475	1.078831434
476	1.077597328
477	1.075890892
478	1.075248506
479	1.072017196
480	1.071302159
481	1.070679223
482	1.069365866
483	1.067663389
484	1.066706273
485	1.064467021
486	1.063789652
487	1.062093271
488	1.060518923
489	1.059329576
490	1.057263807
491	1.055093256
492	1.053175057
493	1.051792128
494	1.050521978
495	1.04709637
496	1.044273527
497	1.041671569
498	1.040922118
499	1.039799911
500	1.03868966
501	1.036265912
502	1.035850524
503	1.033823847
504	1.031538213
505	1.029561129
506	1.027090902
507	1.024310985
508	1.021886587
509	1.019433752
510	1.016994376
511	1.015249574
512	1.012704948
513	1.010403228
514	1.007970393
515	1.005923319
516	1.004150315
517	1.002119297
518	1.000478907
519	0.9975392225
520	0.9960381595
521	0.9942802689
522	0.9930268279
523	0.9911796757
524	0.9901214407
525	0.9879008477
526	0.9868116481
527	0.9848738894
528	0.9836948025
529	0.981642524
530	0.9801775925
531	0.9786113049
532	0.9766060756
533	0.9747439057
534	0.9739573016
535	0.9719683636
536	0.9716619796
537	0.970014534
538	0.9674848693
539	0.9653449851
540	0.9651271583
541	0.9631377722
542	0.9607395546
543	0.9585427397
544	0.9568770737
545	0.9551025624
546	0.952509972
547	0.9506201181
548	0.9483606177
549	0.9462064082
550	0.9452435965
551	0.9436555885
552	0.9432495809
553	0.9415089457
554	0.9398926429
555	0.9381922671
556	0.9360779454
557	0.9352038456
558	0.9348361306
559	0.9345874051
560	0.9338734337
561	0.9324638263
562	0.9311855143
563	0.9307781516
564	0.9289204863
565	0.9286578257
566	0.9267222211
567	0.92471078
568	0.9224867951
569	0.9203215473
570	0.9184761493
571	0.9164336557
572	0.9147585475
573	0.9124887616
574	0.9115684731
575	0.9093517385
576	0.9078218837
577	0.9049700552
578	0.9032022847
579	0.9012083693
580	0.8995388278
581	0.8981680386
582	0.8968377148
583	0.8959140428
584	0.8949171201
585	0.8929130263
586	0.89135849
587	0.8908932935
588	0.8898323821
589	0.8880944976
590	0.8856187863
591	0.8850668664
592	0.8841957167
593	0.882200159
594	0.8809014178
595	0.8804773883
596	0.8782190374
597	0.8769404242
598	0.8752801099
599	0.8742467219
600	0.872348913
601	0.8716761757
602	0.8710837702
603	0.8691933632
604	0.8678092501
605	0.8663317588
606	0.8660349817
607	0.8645473412
608	0.862421307
609	0.8612630102
610	0.8597112223
611	0.8582044295
612	0.8562801665
613	0.8549606082
614	0.8529121728
615	0.8512232599
616	0.8508833191
617	0.8493683183
618	0.8478184672
619	0.8465346593
620	0.8457244906
621	0.8448546191
622	0.8427884648
623	0.8414795411
624	0.8408808752
625	0.8389790382
626	0.8379473708
627	0.8365985451
628	0.8348803752
629	0.8328003746
630	0.8311143302
631	0.8290889647
632	0.8278215734
633	0.8252795607
634	0.8237211253
635	0.8222948036
636	0.8211954686
637	0.8199340298
638	0.8180552281
639	0.8166457183
640	0.8159994584
641	0.8139743891
642	0.8130060232
643	0.8113499362
644	0.8098585956
645	0.8096020623
646	0.8075001568
647	0.8070368753
648	0.80525792
649	0.8045225835
650	0.8034911356
651	0.8033423671
652	0.8020123064
653	0.8004201059
654	0.7990937367
655	0.797526475
656	0.7962611004
657	0.795591138
658	0.7946753111
659	0.7940469805
660	0.7926960431
661	0.792091941
662	0.7902648556
663	0.7890195914
664	0.7884155521
665	0.7871523386
666	0.7857123747
667	0.7838620829
668	0.7837264249
669	0.7819398287
670	0.7808614202
671	0.7802727637
672	0.7792654952
673	0.7775046086
674	0.7760114732
675	0.7753345785
676	0.7748407388
677	0.7738739586
678	0.7725480984
679	0.7718559428
680	0.7699201546
681	0.7697304687
682	0.7682171578
683	0.767803324
684	0.7667338167
685	0.7652731806
686	0.7637384155
687	0.7624380655
688	0.7611532872
689	0.7596661405
690	0.7581135881
691	0.7580016881
692	0.7565564337
693	0.7547554043
694	0.7539990331
695	0.7530673397
696	0.7511278005
697	0.750955967
698	0.7495148452
699	0.7483503446
700	0.7469268177
701	0.7468538922
702	0.7459287659
703	0.7447694578
704	0.7430691531
705	0.7422916701
706	0.7411900779
707	0.7391615673
708	0.7386820273
709	0.7369311899
710	0.736865235
711	0.7364733782
712	0.7348789452
713	0.733370041
714	0.7318638214
715	0.7301405291
716	0.7287112846
717	0.7270233328
718	0.726151764
719	0.7251911464
720	0.7243141829
721	0.7227616072
722	0.7226966922
723	0.7216540619
724	0.7202569509
725	0.7198081386
726	0.7190230034
727	0.7177093164
728	0.7175574605
729	0.7159558986
730	0.7153565937
731	0.7147361085
732	0.712975867
733	0.711810286
734	0.7107190895
735	0.7097928065
736	0.7086203809
737	0.7065455272
738	0.7052663767
739	0.7043197246
740	0.7038711974
741	0.7024982389
742	0.7014702752
743	0.7004041876
744	0.6990528909
745	0.6975027302
746	0.6958664086
747	0.6948300892
748	0.6935059747
749	0.6923782136
750	0.6914705695
751	0.6911604318
752	0.6895182739
753	0.688733499
754	0.6881256866
755	0.6876039998
756	0.6860685575
757	0.6852996334
758	0.6841616285
759	0.682281419
760	0.6812892062
761	0.6803280773
762	0.6792302374
763	0.6778219076
764	0.677449856
765	0.6763187193
766	0.675135651
767	0.6750622762
768	0.674993819
769	0.6745517334
770	0.6737247497
771	0.6727623222
772	0.6725235973
773	0.6717051747
774	0.6707902834
775	0.6693068754
776	0.6679308433
777	0.6671512336
778	0.6660799093
779	0.6658793181
780	0.6647194662
781	0.6644449355
782	0.6643753905
783	0.6630042369
784	0.6622958868
785	0.6622401556
786	0.6612640537
787	0.6596987501
788	0.6586048579
789	0.6575010083
790	0.6573635801
791	0.6561178102
792	0.6559783828
793	0.6542794214
794	0.6541411046
795	0.6539105927
796	0.6527832553
797	0.6522018559
798	0.6510571657
799	0.6501011037
800	0.6496619408
801	0.6485153172
802	0.6484629739
803	0.6475677203
804	0.646896448
805	0.645820137
806	0.6445096386
807	0.6442185558
808	0.6432496052
809	0.6431219073
810	0.6420294788
811	0.6419716979
812	0.6416348275
813	0.6415776542
814	0.6405044001
815	0.639804785
816	0.6389816618
817	0.6379642018
818	0.636204958
819	0.6352858759
820	0.6343190428
821	0.6332631482
822	0.6332060421
823	0.6331474959
824	0.6325771504
825	0.632529256
826	0.6311897894
827	0.6305400334
828	0.6300352244
829	0.6287668399
830	0.6277996953
831	0.6262349801
832	0.6252824931
833	0.6245248571
834	0.6244519855
835	0.6232766895
836	0.6218375919
837	0.6217844
838	0.620950875
839	0.6209136204
840	0.6206727383
841	0.6195531883
842	0.6181368605
843	0.6172905955
844	0.6167348149
845	0.6160625382
846	0.6154027714
847	0.6141126748
848	0.6132306771
849	0.6131224211
850	0.6115171754
851	0.6106562118
852	0.6094486798
853	0.6083730615
854	0.6073189719
855	0.6068281173
856	0.6060699886
857	0.6058637738
858	0.6047998886
859	0.604427409
860	0.6043653664
861	0.6039642894
862	0.6039182825
863	0.6027057951
864	0.6020969414
865	0.6020475501
866	0.60079925
867	0.5999675625
868	0.5998250073
869	0.5991921471
870	0.5990892185
871	0.5990385246
872	0.5989700738
873	0.5981677995
874	0.5973324155
875	0.5960556902
876	0.5959891081
877	0.5951548234
878	0.5950985207
879	0.5943445549
880	0.5933112614
881	0.592646439
882	0.5911872486
883	0.5903663533
884	0.59029794
885	0.5902393917
886	0.5891453922
887	0.587209999
888	0.5864410895
889	0.5863961551
890	0.5855420506
891	0.5846817334
892	0.5835948582
893	0.5826422647
894	0.5813295733
895	0.5807949562
896	0.5807457627
897	0.5798279501
898	0.5789059335
899	0.5775242635
900	0.5774809753
901	0.5763304376
902	0.5753992987
903	0.5740793222
904	0.573360791
905	0.5727749982
906	0.5725194937
907	0.5715954002
908	0.5712032537
909	0.571109918
910	0.570154152
911	0.5691577122
912	0.5679239729
913	0.5670118678
914	0.566913712
915	0.5916	0.5447735867
917	0.5439837755
918	0.5431375661
919	0.5427068309
920	0.5415188958
921	0.5410192937
922	0.5399706614
923	0.5393220523
924	0.5385648336
925	0.5375526618
926	0.5370687813
927	0.5364512589
928	0.5354739304
929	0.5344041302
930	0.5343531415
931	0.533901922
932	0.5329693854
933	0.5327503314
934	0.5321800812
935	0.5309732221
936	0.5303012927
937	0.5300197643
938	0.5294302697
939	0.5289347779
940	0.527843376
941	0.5271719165
942	0.526746392
943	0.5258947568
944	0.5253820755
945	0.5240777439
946	0.5229701162
947	0.5217775496
948	0.5212329368
949	0.5206964464
950	0.519548612
951	0.5188813328
952	0.5181045715
953	0.5177653185
954	0.5170292786
955	0.5156972223
956	0.5147493097
957	0.5139556166
958	0.5125590003
959	0.5114109324
960	0.5108194103
961	0.5107804578
962	0.5099522016
963	0.5099116886
964	0.509186396
965	0.5086098729
966	0.5082573986
967	0.5079551294
968	0.5065848306
969	0.505174286
970	0.5042850494
971	0.5034156892
972	0.5029626685
973	0.5025101538
974	0.502047323
975	0.5011741007
976	0.5001662835
977	0.4996624118
978	0.4987142805
979	0.4979070234
980	0.497013208
981	0.4964457569
982	0.4956522626
983	0.4951603826
984	0.4941630044
985	0.4932134706
986	0.4926995793
987	0.492371333
988	0.4919996422
989	0.4906498019
990	0.4898320437
991	0.4894687447
992	0.4890714589
993	0.488377881
994	0.4874737768
995	0.4864079355
996	0.4850955689
997	0.4841973217
998	0.4841399979
999	0.4840950503
365907
21597504
999	0.4714833794
